piece,x,y
0.0,-847.4256148049196,409.07035256641507
0.0,-390.6580493044287,580.180048490992
0.0,1039.668350940752,-119.88084521481937
0.0,198.41531316859664,-869.3695558425879
1.0,435.29588087913925,17.646337987179038
1.0,-476.3041624458472,-317.89552520717854
1.0,41.008281566708035,300.24918721999956
2.0,444.8391404503982,220.34642741829157
2.0,-147.04540751354125,-135.10444754236232
2.0,-297.79373293685694,-85.24197987592925
3.0,578.4911263461272,216.13784870068594
3.0,-466.9535685446981,-441.7151343175419
3.0,-111.5375578014291,225.577285616856
4.0,1125.557298650081,222.98552441686724
4.0,-1019.5996968652398,-338.77089171372546
4.0,-105.95760178484124,115.78536729685828
5.0,300.8252867032279,-507.34314816066944
5.0,148.49695273322504,-554.0836754753818
5.0,-330.6250150010055,31.26113156802785
5.0,-118.69722443544742,1030.1656920680234
6.0,498.7824827704814,390.3072552750048
6.0,-19.61158932576774,-489.20083074917846
6.0,-479.1708934447136,98.89357547417359
7.0,-15.929428338751052,-624.7221209344722
7.0,-321.9367058356136,252.59518387895343
7.0,337.86613417436473,372.12693705551885
8.0,-1.8750818239144138,683.2952708345692
8.0,88.58367255465843,-440.28037024354126
8.0,-86.708590730744,-243.01490059102798
9.0,216.02098077441042,-84.08629651924593
9.0,-27.313429122914386,-184.5661007394424
9.0,-774.640938629942,-209.80172815472315
9.0,585.9333869784459,478.4541254134115
