piece,x,y
0.0,138.43216816905397,1166.6582334924244
0.0,536.1187742727574,1383.4395445440869
0.0,2047.722077974068,935.9256896604261
0.0,1352.3330132564236,97.17896280702624
1.0,135.19629352048455,1184.041120383799
1.0,189.41049430329122,2083.8358832893173
1.0,518.2854043644679,1425.8276577914949
2.0,200.3593288815969,2111.9216313644824
2.0,576.6202851229746,1552.1688210486009
2.0,543.2949146353038,1414.2107798090196
3.0,194.2216410409737,2124.0483282679725
3.0,1326.79725620957,1647.8646121717013
3.0,583.3964968775033,1556.7819613870395
4.0,229.76421970808718,2116.2243978908155
4.0,2324.368591514667,1630.5091151493102
4.0,1305.8850681471847,1676.1103671846704
5.0,564.7117047086987,1394.8659351682331
5.0,584.2839976580528,1544.5081037723617
5.0,1325.702799169039,1616.4964906621465
5.0,2059.6275970988067,941.5976477177145
6.0,1365.8805469439976,1632.3379087787532
6.0,2318.711895076385,1610.8500611115035
6.0,2051.7742043474473,964.5204843310654
7.0,1381.6807936100545,63.83705369774163
7.0,2073.124065455793,639.7731885825804
7.0,2386.9888662836543,131.4440750975793
8.0,1385.9757716597228,89.51292605507705
8.0,2062.35062755412,897.0872609937501
8.0,2032.7829398516253,690.5096954867006
9.0,2063.584426057545,709.1746803416103
9.0,2099.911232668507,918.8248033584988
9.0,2354.8397784832555,1622.4436938808383
9.0,2407.833606569615,115.84918052390695
