piece,x,y
0.0,80.64929159164137,936.7837148568514
0.0,399.27280966591604,568.2400967462848
0.0,256.709570772205,-1009.1626959091406
0.0,-736.6316720297624,-495.86111569399566
1.0,24.411975074971735,-429.6819172494973
1.0,-322.45478004989644,466.8889822134701
1.0,298.04280497492465,-37.207064963972755
2.0,270.97726816328884,-416.33252666916445
2.0,-150.00781141283883,135.0141170520139
2.0,-120.96945675044995,281.3184096171505
3.0,-498.01094120156085,-359.6272903396942
3.0,330.29519689710105,543.7316683418892
3.0,167.7157443044598,-184.1043780021949
4.0,-1137.49771884252,104.94116388582006
4.0,1073.770231864888,36.09884424669781
4.0,63.727486977632,-141.04000813251787
5.0,-474.49602200588015,340.5855673826409
5.0,-360.60268862548946,444.96226390641823
5.0,310.33728620856164,107.05871194429346
5.0,524.761424422808,-892.6065432333526
6.0,33.45029930001573,-629.7543289286501
6.0,-387.43655912322475,296.3392507236398
6.0,353.9862598232091,333.41507820501045
7.0,-444.9493063073084,435.70867735250187
7.0,401.84907613162574,62.91310593874783
7.0,43.10023017568261,-498.62178329124976
8.0,-670.7710846367266,-101.10475330162171
8.0,419.2361726467135,150.7933476598978
8.0,251.53491199001303,-49.68859435827608
9.0,-196.90844964116036,115.38719586077701
9.0,60.05107661198349,177.07657946020578
9.0,794.7105463884429,83.57911834875
9.0,-657.8531733592661,-376.0428936697328
