piece,x,y
0.0,119.28310717156606,1155.1311247084363
0.0,544.5002757078967,1392.903445260523
0.0,2060.7635377580327,935.2244191677137
0.0,1357.721266578582,65.77795523139704
1.0,118.28530002018583,1160.2917530559232
1.0,192.4165429867128,2118.7595866624984
1.0,534.5269362261444,1396.2011350006167
2.0,192.7102516535979,2124.626595230536
2.0,576.5871298631881,1546.8290474405667
2.0,538.005570536337,1402.7470699069058
3.0,194.70862497672348,2122.1632780585155
3.0,1325.4642595928647,1649.3629230125687
3.0,585.6297914410387,1555.4350394107935
4.0,199.27814028704967,2123.9213953327176
4.0,2354.954455279956,1626.4221876238294
4.0,1329.746146173257,1649.0624678464906
5.0,546.197844342479,1399.7077457393402
5.0,582.1433269966351,1549.9545644244672
5.0,1327.261416501951,1645.5486103912856
5.0,2064.5501503937203,937.2308875018454
6.0,1335.4522457195858,1646.5782469924338
6.0,2352.475340928464,1625.1494814705268
6.0,2064.983623617907,940.7293474147182
7.0,1356.0783633118929,60.435582788637824
7.0,2054.9884558210147,666.7099779002687
7.0,2409.361050371344,102.40308308136383
8.0,1357.4471968882824,64.20052641755474
8.0,2064.0734459513405,931.5226534771136
8.0,2054.5181203637285,670.3227135740512
9.0,2062.8298856395677,676.4645258532025
9.0,2071.3259699084097,940.5887643234581
9.0,2355.86967165741,1624.3293918562536
9.0,2414.7889353653836,101.92258478113315
