piece,x,y
0.0,682.6571680378074,645.167533487376
0.0,671.272960968997,163.26903992818893
0.0,-477.08795864432864,-930.2632110981797
0.0,-876.842170362476,121.82663768261477
1.0,-345.14878128757846,259.31030972733424
1.0,566.8695281100222,-62.52827752419489
1.0,-221.72074682244374,-196.78203220313935
2.0,73.62488075903457,-478.9129587476227
2.0,-78.50207043707996,181.3842904524613
2.0,4.877189678045397,297.5286682951614
3.0,604.0727351959467,104.10738243491141
3.0,-535.0962183084666,-344.9539326712875
3.0,-68.9765168874801,240.84655023637606
4.0,-701.2933034517933,-895.8946783968235
4.0,547.4796884614615,912.8862393331252
4.0,153.81361499033198,-16.99156093630188
5.0,-201.2100395361913,542.2387585115912
5.0,-45.24835192343653,575.673448731025
5.0,312.8659016399188,-88.08082808651216
5.0,-66.40751018029096,-1029.831379156104
6.0,583.7114527630135,215.16492363813933
6.0,-158.87914122443664,-451.69077622603317
6.0,-424.8323115385768,236.52585258789378
7.0,-620.592991299191,-62.19204341373489
7.0,209.97726970714564,349.22989505985987
7.0,410.61572159204536,-287.0378516461249
8.0,-541.5631669469138,-393.474616655573
8.0,301.21786508347475,317.7114773319075
8.0,240.34530186343898,75.76313932366548
9.0,184.1165813497637,-129.63798276849988
9.0,-85.19885322706341,-170.47114477359204
9.0,-790.868055483691,14.349885708979542
9.0,691.9503273609907,285.75924183311236
