piece,x,y
0.0,-848.7786051825785,-348.51024970562617
0.0,-664.2577611934701,71.94701377955766
0.0,762.0643109738287,701.4621813503361
0.0,750.9720554022199,-424.8989454242676
1.0,-342.019542727868,-204.9071457795353
1.0,285.6155378843311,474.29888735895383
1.0,56.40400484353694,-269.3917415794185
2.0,-422.2099466705513,185.3650834025866
2.0,190.37715906671474,-47.52402095422258
2.0,231.83278760383655,-137.84106244836403
3.0,87.98694934950012,576.9963486736706
3.0,151.23548343196248,-579.6966671396931
3.0,-239.22243278146257,2.700318466022509
4.0,1023.0258922702982,-411.3063137711435
4.0,-1006.947062837699,270.4975335601127
4.0,-16.078829432599036,140.80878021103098
5.0,91.01817680751356,-584.1267989596618
5.0,-64.39059246482338,-548.9040887075189
5.0,-293.912940688514,143.79971671816566
5.0,267.28535634582386,989.231170949015
6.0,-563.3962735965033,-159.1659856999419
6.0,180.80818652378366,413.13864196344855
6.0,382.58808707271965,-253.9726562635066
7.0,-584.8005431653183,-34.811420120714786
7.0,212.48223827895015,318.8132172595603
7.0,372.3183048863683,-284.00179713884546
8.0,-548.598688917688,384.6982608173339
8.0,404.7908368914408,-177.35012148759324
8.0,143.80785202624736,-207.34813932974066
9.0,-154.68451731768764,-161.44449811050686
9.0,-150.51634878341824,79.45384055063391
9.0,85.38737854095271,745.1352684103024
9.0,219.81348756015316,-663.1446108504294
