piece,x,y
0.0,-552.4796110338666,-748.5782561438064
0.0,-638.6434127308767,-267.3580812072505
0.0,317.4835742732266,986.9260716191784
0.0,873.6394494915166,29.010265731878462
1.0,417.6826129326499,-0.02682532102579671
1.0,-473.7458322893271,-282.2518744410033
1.0,56.063219356677166,282.278699762029
2.0,420.34647679050613,-242.8778987238135
2.0,-200.6841539912548,52.644603780337405
2.0,-219.66232279925134,190.23329494347612
3.0,455.5228957122284,369.6923472705979
3.0,-299.15702913461763,-541.787708678498
3.0,-156.3658665776108,172.0953614079002
4.0,1011.0068134842028,-529.5578786291521
4.0,-1003.9056185778076,384.31421471509043
4.0,-7.101194906395335,145.2436639140617
5.0,-565.4290652382047,-143.5748090264692
5.0,-568.5855232441759,13.649492274482782
5.0,123.86306594558437,305.7571625715959
5.0,1010.1515225367962,-175.8318458196095
6.0,-569.6795324805862,-275.70115646592603
6.0,121.37197341695719,463.4513048468725
6.0,448.307559063629,-187.75014838094648
7.0,-580.182017214344,153.65311709033523
7.0,305.1989254463964,247.61718657469447
7.0,274.9830917679477,-401.27030366502976
8.0,487.3395308485205,-466.62473970736073
8.0,-364.7026226602048,236.52062982059255
8.0,-122.63690818831566,230.10410988676807
9.0,39.87898358236862,-209.05365007487376
9.0,-151.58377811520904,-90.68280687805122
9.0,-609.8753374045023,499.2947202217358
9.0,721.5801319373427,-199.55826326881083
