piece,x,y
0.0,128.02166211256622,1146.1412999933718
0.0,549.0198511241903,1394.6521090595922
0.0,2057.928975854228,935.7395334032002
0.0,1353.974598087146,80.5435151246773
1.0,122.97277170666445,1180.6553797649385
1.0,193.93448624399105,2112.9966015827026
1.0,519.8667902893698,1410.74269618362
2.0,194.56669142032126,2121.9528836822838
2.0,580.4653959176482,1552.659698081071
2.0,527.1637674655918,1424.403018473932
3.0,212.09585009343837,2108.5754514429823
3.0,1305.190558839965,1655.2745414545006
3.0,580.8800529002194,1581.839621812355
4.0,196.895065452248,2123.691287655478
4.0,2352.7397440450873,1626.3303312484848
4.0,1328.3432928407362,1663.5544307826665
5.0,541.6367427895725,1398.1411901389247
5.0,580.930840338015,1550.408850461109
5.0,1326.458392824113,1645.280566091783
5.0,2050.342306239327,942.8367092987687
6.0,1332.7213877401766,1647.543078483624
6.0,2343.901221850464,1609.9371679288863
6.0,2066.262192221427,936.2407241216354
7.0,1373.2929180015678,63.11753940012135
7.0,2043.2626315545267,649.5213297309846
7.0,2392.005545060256,101.48275033971412
8.0,1360.4669650004469,66.78835258045655
8.0,2062.3326609639475,919.8848412770698
8.0,2056.2796065622415,677.8097262053651
9.0,2061.5411960142364,698.138473435718
9.0,2068.839920051529,923.1193195397926
9.0,2352.2211136364253,1614.349837668236
9.0,2409.2664770393453,111.71383899563754
